,pretty_formula,crystal_system,spacegroup,experimentally_observed,"energy_above_hull, eV/atom",Ef,total_atoms,Gf_400,Gf_500,Gf_600,Gf_700,Gf_800,Gf_900,Gf_1000,Gf_1100,Gf_1200,Gf_1300,Gf_1400,Gf_1500,Gf_1600,Gf_1700,Gf_1800,Gf_1900,Gf_2000
mp-1382,Ce3S4,Cubic,I-43d,True,0.008399302142859,-2.352590697321428,7.0,-16.070635676741713,-15.944220358126575,-15.81925547998415,-15.689619315841366,-15.551877597363008,-15.360329395403948,-14.954599813218856,-14.52840920944142,-14.08372660749632,-13.631542273662392,-13.171749509668846,-12.704350414412254,-12.2294064025128,-11.74701730043137,-11.257318583135826,-10.76045074584249,-10.256570448983409
mp-1096,CeS,Cubic,Fm-3m,True,0.0,-2.2412868239062504,2.0,-4.350602544107811,-4.310720638620903,-4.271499074857017,-4.231032139037534,-4.188254808826421,-4.13162093967547,-4.0209557541212035,-3.903508517564673,-3.7799873525863816,-3.654091193415675,-3.5258090249202008,-3.3951586959499966,-3.2621720414746096,-3.1268902425986624,-2.98936318509944,-2.8496406344651266,-2.7077761604786996
mp-20594,CeS2,Orthorhombic,Pnma,True,0.0,-2.0488002427083316,3.0,-6.022273674940795,-5.977979653278147,-5.933815388642172,-5.887470582117029,-5.837641010039576,-5.761718032361092,-5.579676307263208,-5.390737662577511,-5.195454876567666,-4.997420347053827,-4.796549406029908,-4.592808454692398,-4.386195237722395,-4.176727219371534,-3.9644401030531116,-3.749374853007076,-3.5315809900995276
mp-1183728,Co2S3,Trigonal,R-3c,False,0.01493341500000156,-0.4794658386875,5.0,-2.2877953479483235,-2.241437883734458,-2.196554562422231,-2.148794635347857,-2.0945865970936017,-2.000901226621634,-1.7474658545127828,-1.4896337836695848,-1.2264417350118668,-0.9570429880420992,-0.6805479538333792,-0.3972932688135371,-0.10842163902592095,0.18584867987109188,0.4914848530010616,0.8153070694315252,1.144302459791323
mp-943,Co3S4,Cubic,Fd-3m,True,0.0,-0.5116394230357153,7.0,-3.458817184444766,-3.4028780503840323,-3.3494154230239275,-3.2921054719373912,-3.2257105396613697,-3.106218042389377,-2.7731442581701007,-2.433532860142079,-2.086016601843472,-1.7293786707325776,-1.3623215098559127,-0.9853757976819963,-0.600272638420071,-0.2073512739842016,0.20233195212895794,0.6390029228965997,1.0831403098035413
mp-1513,Co9S8,Cubic,Fm-3m,True,0.0,-0.43866412838235314,17.0,-7.079846280298776,-6.935154500393657,-6.800014579375814,-6.657073366512958,-6.49157469472437,-6.215730794592639,-5.507492757683396,-4.780101353690112,-4.030076220494619,-3.2541930661085825,-2.4488538311664847,-1.6158563416880583,-0.7605302714548756,0.11601178637896581,1.0405440718675365,2.043709028949447,3.066926476411677
mp-1147746,CoS,Tetragonal,P4/nmm,False,0.08453702791666728,-0.3754115614062492,2.0,-0.7254542583484187,-0.7128116052145458,-0.701171315879665,-0.688560308580497,-0.6733124312717278,-0.6444443211846992,-0.5617449257872709,-0.4769046153154435,-0.3895194223875498,-0.29921925495942014,-0.20559614500447188,-0.10884413456339148,-0.009551621802080135,0.09216040702378026,0.19926844329397664,0.3151781809181582,0.43338116075230637
mp-2070,CoS2,Cubic,Pa-3,True,0.0,-0.4541721918750004,3.0,-1.2961660445168812,-1.2669048459161345,-1.238115426418032,-1.2074201191220713,-1.1729135706558287,-1.1125499227501345,-0.9462675585179559,-0.7777294106258288,-0.6063761673752497,-0.4317312003128553,-0.253312888538328,-0.07126382643881124,0.11386167810825043,0.3019663557001575,0.49604088008068636,0.6994997464077235,0.9058385444541273
mp-555569,Cr2S3,Trigonal,R-3,True,0.0,-0.9928003984999976,5.0,-4.960803196198132,-4.942348870349916,-4.926191613246734,-4.908044934917861,-4.885512642170261,-4.82441093035207,-4.604547971625709,-4.381395221974507,-4.154167668370007,-3.9222922079754543,-3.6853435727428394,-3.442988864975521,-3.1949633180526984,-2.941047813947722,-2.6810543241903986,-2.41482276231981,-2.142199184212796
mp-964,Cr3S4,Monoclinic,C2/m,True,0.0005037876190456814,-0.9450204014285707,7.0,-6.609202982828133,-6.584422650278972,-6.563353213195534,-6.539767229190348,-6.510190009137409,-6.428877093809182,-6.1354660236267415,-5.8371777013498125,-5.532912279594131,-5.2218633723091585,-4.903429903859753,-4.577138251527718,-4.242608310526084,-3.899523262241369,-3.547608155150277,-3.186627260185549,-2.81635168562088
mp-1311,Cr5S6,Trigonal,P-31c,True,0.034498021363635445,-0.8680477954545438,11.0,-9.49913881373158,-9.4522152059414,-9.41183014705832,-9.367874289861373,-9.314715953358629,-9.183489369171195,-8.733490814237465,-8.275440084869949,-7.807607664972776,-7.328720602067836,-6.8378262053457135,-6.334169402045118,-5.817139411046728,-5.2862240125634035,-4.74097440896564,-4.181003585973503,-3.6059327566543935
mp-1181961,Cr5S8,Monoclinic,C2/m,True,0.0,-0.978128128461538,13.0,-12.697311934072177,-12.645400368755418,-12.598966182953058,-12.547090859169693,-12.483664313759167,-12.31769578734157,-11.728780428145509,-11.131583157344558,-10.524063770209178,-9.904736241442876,-9.272500574488761,-8.626498801278462,-7.966051960115742,-7.290600397507497,-6.599666951096226,-5.8928470041055405,-5.169753671769094
mp-755263,CrS2,Trigonal,P-3m1,False,0.0,-0.8685471083333324,3.0,-2.5970661571161098,-2.582908487355831,-2.569634059619894,-2.554897336354326,-2.5373806202990554,-2.494460761377893,-2.3461165634946024,-2.196070035856117,-2.0438509997897887,-1.8891196356726452,-1.7316264830438137,-1.5711793692282017,-1.4076288657711808,-1.2408535552329356,-1.0707523321963723,-0.8972407528069164,-0.7202398205445464
mp-540703,Cs2S,Orthorhombic,Pnma,True,0.0,-1.1982833634374994,3.0,-3.2917873629212338,-3.194909238740398,-3.099262597243075,-3.0021142758558597,-2.9020605535844166,-2.7874364603805426,-2.5435946924628707,-2.22573469076347,-1.9066950810870749,-1.586215330746505,-1.2641231933556139,-0.94029852816137,-0.6146670479228034,-0.2871814399832262,0.04218944201345742,0.37345749178449683,0.7066276010667911
mp-1079600,Cs2S3,Orthorhombic,Cmc2_1,True,0.0,-0.9728212216874994,5.0,-4.605799417169832,-4.5073640444081695,-4.409098984937323,-4.307461905909442,-4.200570683675973,-4.0546353571876885,-3.6753074939534365,-3.2217316597663572,-2.766435791797509,-2.3089462845413316,-1.8489435858642018,-1.3862046597060047,-0.9205870382488612,-0.45199597513011014,0.01962804073431812,0.4943145055581528,0.9720764089120344
